0.00018	KEMET	C0402C181K8RAC	X7R	10	0.00748	16.5376	0
0.00018	KEMET	C0402C181K9RAC	X7R	6.3	0.00471	16.5376	0
0.0018	KEMET	C0402C182K3RAC	X7R	25	0.103	2.21949	0
0.0018	KEMET	C0402C182K4RAC	X7R	16	0.103	2.21949	0
0.0018	KEMET	C0402C182K5RAC	X7R	50	0.103	2.21949	0
0.0018	KEMET	C0402C182K8RAC	X7R	10	0.0731	2.21949	0
0.0018	KEMET	C0402C182K9RAC	X7R	6.3	0.046	2.21949	0
0.018	KEMET	C0402C183K4PAC	X5R	16	1.12	0.221193	0
0.018	KEMET	C0402C183K4RAC	X7R	16	0.889	0.280885	0
0.018	KEMET	C0402C183K7PAC	X5R	4	0.291	0.221193	0
0.018	KEMET	C0402C183K8PAC	X5R	10	0.728	0.221193	0
0.018	KEMET	C0402C183K8RAC	X7R	10	0.728	0.280885	0
0.018	KEMET	C0402C183K9PAC	X5R	6.3	0.459	0.221193	0
0.018	KEMET	C0402C183K9RAC	X7R	6.3	0.459	0.280885	0
0.18	KEMET	C0402C184K7PAC	X5R	4	2.91	0.0415177	0
0.18	KEMET	C0402C184K9PAC	X5R	6.3	4.07	0.0415177	0
1.8	KEMET	C0402C185K7PAC	X5R	4	8.2	0.0109714	0
1.8	KEMET	C0402C185K9PAC	X5R	6.3	8.2	0.0109714	0
0.00022	KEMET	C0402C221K3RAC	X7R	25	0.0228	13.9748	0
0.00022	KEMET	C0402C221K4RAC	X7R	16	0.0146	13.9748	0
0.00022	KEMET	C0402C221K5RAC	X7R	50	0.0238	13.9748	0
0.00022	KEMET	C0402C221K8RAC	X7R	10	0.00914	13.9748	0
0.00022	KEMET	C0402C221K9RAC	X7R	6.3	0.00576	13.9748	0
0.0022	KEMET	C0402C222K3RAC	X7R	25	0.13	1.80898	0
0.0022	KEMET	C0402C222K4RAC	X7R	16	0.13	1.80898	0
0.0022	KEMET	C0402C222K5RAC	X7R	50	0.13	1.80898	0
0.0022	KEMET	C0402C222K8RAC	X7R	10	0.0893	1.80898	0
0.0022	KEMET	C0402C222K9RAC	X7R	6.3	0.0562	1.80898	0
0.022	KEMET	C0402C223K3RAC	X7R	25	0.407	0.188703	0
0.022	KEMET	C0402C223K4PAC	X5R	16	1.4	0.150334	0
0.022	KEMET	C0402C223K4RAC	X7R	16	0.994	0.237845	0
0.022	KEMET	C0402C223K5RAC	X7R	50	0.796	0.188703	0
0.022	KEMET	C0402C223K7PAC	X5R	4	0.356	0.150334	0
0.022	KEMET	C0402C223K8PAC	X5R	10	0.89	0.150334	0
0.022	KEMET	C0402C223K8RAC	X7R	10	0.89	0.237845	0
0.022	KEMET	C0402C223K9PAC	X5R	6.3	0.561	0.150334	0
0.022	KEMET	C0402C223K9RAC	X7R	6.3	0.561	0.237845	0
0.22	KEMET	C0402C224K7PAC	X5R	4	3.56	0.0381287	0
0.22	KEMET	C0402C224K9PAC	X5R	6.3	4.32	0.0381287	0
2.2	KEMET	C0402C225K7PAC	X5R	4	8.43	0.0103622	0
2.2	KEMET	C0402C225K9PAC	X5R	6.3	8.43	0.0103622	0
0.00027	KEMET	C0402C271K3RAC	X7R	25	0.0262	11.5511	0
0.00027	KEMET	C0402C271K4RAC	X7R	16	0.0179	11.5511	0
0.00027	KEMET	C0402C271K5RAC	X7R	50	0.0262	11.5511	0
0.00027	KEMET	C0402C271K8RAC	X7R	10	0.0112	11.5511	0
0.00027	KEMET	C0402C271K9RAC	X7R	6.3	0.00707	11.5511	0
0.0027	KEMET	C0402C272K3RAC	X7R	25	0.151	1.54306	0
0.0027	KEMET	C0402C272K4RAC	X7R	16	0.151	1.54306	0
0.0027	KEMET	C0402C272K5RAC	X7R	50	0.151	1.54306	0
0.0027	KEMET	C0402C272K8RAC	X7R	10	0.109	1.54306	0
0.0027	KEMET	C0402C272K9RAC	X7R	6.3	0.069	1.54306	0
0.027	KEMET	C0402C273K3RAC	X7R	25	0.403	0.199124	0
0.027	KEMET	C0402C273K4PAC	X5R	16	1.56	0.126144	0
0.027	KEMET	C0402C273K4RAC	X7R	16	1.11	0.198866	0
0.027	KEMET	C0402C273K7PAC	X5R	4	0.437	0.126144	0
0.027	KEMET	C0402C273K8PAC	X5R	10	1.09	0.126144	0
0.027	KEMET	C0402C273K8RAC	X7R	10	1.09	0.198866	0
0.027	KEMET	C0402C273K9PAC	X5R	6.3	0.688	0.126144	0
0.027	KEMET	C0402C273K9RAC	X7R	6.3	0.688	0.198866	0
0.27	KEMET	C0402C274K7PAC	X5R	4	4.37	0.0337389	0
0.27	KEMET	C0402C274K9PAC	X5R	6.3	4.59	0.0337389	0
0.00033	KEMET	C0402C331K3RAC	X7R	25	0.0288	9.56706	0
0.00033	KEMET	C0402C331K4RAC	X7R	16	0.0218	9.56706	0
0.00033	KEMET	C0402C331K5RAC	X7R	50	0.0288	9.56706	0
0.00033	KEMET	C0402C331K8RAC	X7R	10	0.0137	9.56706	0
